,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
21,2017-12-04,0.041155,0.041312,0.023121,0.028692,1131571.029,2017-12-10 23:59:59.999,36814.44686035,1135762,570884.582,18524.14332115,0
22,2017-12-11,0.028692,0.0465,0.026746,0.037448,1780325.107,2017-12-17 23:59:59.999,66472.45139177,1653611,861596.781,32114.50827927,0
23,2017-12-18,0.037343,0.0517,0.036995,0.048795,2186047.173,2017-12-24 23:59:59.999,101719.70604249,2433683,1041083.44,48466.18758262,0
24,2017-12-25,0.048765,0.055449,0.046282,0.053586,2034693.963,2017-12-31 23:59:59.999,104069.10975718,2540664,970043.482,49629.77856807,0
25,2018-01-01,0.053586,0.07,0.05104,0.069313,3563224.513,2018-01-07 23:59:59.999,219142.34573776,4764458,1700029.466,104561.50069679,0
26,2018-01-08,0.069323,0.101004,0.069002,0.09986,2654024.152,2018-01-14 23:59:59.999,231754.77289138,4023964,1260070.585,110020.45083557,0
27,2018-01-15,0.09986,0.101219,0.081,0.091001,1910430.764,2018-01-21 23:59:59.999,173622.27936135,3344125,902043.81,82014.80516836,0
28,2018-01-22,0.091001,0.105639,0.08928,0.105244,1220072.005,2018-01-28 23:59:59.999,115157.95902217,2529070,585575.338,55269.57701949,0
29,2018-01-29,0.105244,0.123799,0.09688,0.10087,1085678.38,2018-02-04 23:59:59.999,116946.37309529,3056804,498780.262,53732.60464571,0
30,2018-02-05,0.100869,0.103672,0.094431,0.10036,848373.033,2018-02-11 23:59:59.999,84839.80011923,2466949,401008.919,40117.96818327,0
31,2018-02-12,0.100393,0.10055,0.086131,0.087699,896416.341,2018-02-18 23:59:59.999,84442.01672284,2970087,431245.43,40586.72152373,0
32,2018-02-19,0.08773,0.0886,0.070828,0.087861,703146.618,2018-02-25 23:59:59.999,58519.12821143,2227949,344596.532,28707.10738959,0
33,2018-02-26,0.087786,0.0898,0.0745,0.07528,707941.911,2018-03-04 23:59:59.999,57304.45262837,2452781,348533.466,28222.18641359,0
34,2018-03-05,0.075279,0.079757,0.072469,0.075753,652068.393,2018-03-11 23:59:59.999,49591.68213016,2271221,315675.926,24015.83332322,0
35,2018-03-12,0.075672,0.077186,0.0618,0.065641,751292.232,2018-03-18 23:59:59.999,54450.11315533,1989492,377793.64,27419.56326089,0
36,2018-03-19,0.065643,0.06673,0.06,0.061885,931830.96,2018-03-25 23:59:59.999,58111.20563591,2318155,470627.807,29343.51952748,0
37,2018-03-26,0.061885,0.062239,0.053998,0.055546,1051581.86,2018-04-01 23:59:59.999,59993.64629489,2091670,525558.37,29983.8370205,0
38,2018-04-02,0.055545,0.057261,0.053672,0.05709,828450.025,2018-04-08 23:59:59.999,45987.70546537,2147630,417353.094,23178.40081642,0
39,2018-04-09,0.05709,0.064686,0.056991,0.063889,1025763.381,2018-04-15 23:59:59.999,62792.01321925,1739220,508451.41,31129.31503915,0
40,2018-04-16,0.063957,0.072665,0.062874,0.070652,1019382.287,2018-04-22 23:59:59.999,67908.27975607,2167767,497751.309,33196.96345243,0
41,2018-04-23,0.070652,0.075759,0.066688,0.073316,1088089.061,2018-04-29 23:59:59.999,78344.25876947,2368037,545738.314,39305.4341911,0
42,2018-04-30,0.073316,0.084669,0.070492,0.0822,1171227.446,2018-05-06 23:59:59.999,91315.42875162,2568399,597343.084,46587.03398586,0
43,2018-05-07,0.0822,0.085433,0.07595,0.084004,1102267.725,2018-05-13 23:59:59.999,88633.10263704,2291414,554928.184,44671.42620971,0
44,2018-05-14,0.084004,0.085901,0.082409,0.083917,742239.275,2018-05-20 23:59:59.999,62416.95583573,1523506,389877.09,32798.41410016,0
45,2018-05-21,0.083917,0.084386,0.0753,0.077714,816438.403,2018-05-27 23:59:59.999,65115.9804445,1445096,437501.55,34919.70741234,0
46,2018-05-28,0.077768,0.080857,0.0715,0.080234,860259.196,2018-06-03 23:59:59.999,65553.69690826,1270512,472880.128,36056.41759252,0
47,2018-06-04,0.080299,0.080799,0.0755,0.07754,772069.912,2018-06-10 23:59:59.999,61003.07606667,1281932,422914.266,33427.58027965,0
48,2018-06-11,0.077482,0.079096,0.07225,0.077072,781445.843,2018-06-17 23:59:59.999,59643.359393,1287250,425471.585,32485.52963002,0
49,2018-06-18,0.07706,0.080394,0.0727,0.074027,708718.587,2018-06-24 23:59:59.999,54844.87040168,1176138,387457.86,29998.03416025,0
50,2018-06-25,0.074028,0.075563,0.0691,0.071152,682285.42,2018-07-01 23:59:59.999,48725.24602682,923900,360281.026,25744.18419701,0
51,2018-07-02,0.071199,0.073104,0.070008,0.072534,730334.667,2018-07-08 23:59:59.999,52153.53353594,1127847,393231.023,28086.74677144,0
52,2018-07-09,0.072555,0.072796,0.06753,0.07075,602209.24,2018-07-15 23:59:59.999,42010.10113318,837060,328450.985,22914.83429948,0
53,2018-07-16,0.07075,0.071898,0.060375,0.061855,816676.502,2018-07-22 23:59:59.999,53521.95609023,1213412,453438.322,29710.39024007,0
54,2018-07-23,0.061855,0.061882,0.056511,0.056777,790204.082,2018-07-29 23:59:59.999,45806.92434342,969987,430113.078,24935.36224284,0
55,2018-07-30,0.056794,0.058597,0.054143,0.05816,766727.187,2018-08-05 23:59:59.999,42974.12838357,820899,422711.538,23696.86904509,0
56,2018-08-06,0.05816,0.0587,0.049669,0.050382,924326.947,2018-08-12 23:59:59.999,50870.70485472,1012309,516404.83,28442.23097059,0
57,2018-08-13,0.050389,0.050531,0.041941,0.0462,1274105.152,2018-08-19 23:59:59.999,58374.64213468,1081935,692304.213,31728.33580284,0
58,2018-08-20,0.046218,0.04659,0.040612,0.040912,1079986.828,2018-08-26 23:59:59.999,46055.48311444,884124,607340.807,25903.35931899,0
59,2018-08-27,0.040903,0.041939,0.036388,0.040489,1265862.472,2018-09-02 23:59:59.999,51740.82850086,1013119,708961.141,28984.41389641,0
60,2018-09-03,0.040477,0.040518,0.030124,0.031362,1910744.833,2018-09-09 23:59:59.999,67260.46860374,1305944,1026400.604,36147.38094388,0
61,2018-09-10,0.031362,0.034721,0.026882,0.033862,2180564.913,2018-09-16 23:59:59.999,67703.3993566,1234216,1135209.252,35175.93201153,0
62,2018-09-17,0.033861,0.037512,0.030946,0.036461,1794017.119,2018-09-23 23:59:59.999,60961.21103903,1158055,972397.703,33076.36333222,0
63,2018-09-24,0.036442,0.036597,0.031994,0.035178,1599200.153,2018-09-30 23:59:59.999,54543.2782646,1056540,848016.502,28914.61924062,0
64,2018-10-01,0.035175,0.03538,0.03346,0.034228,1113098.105,2018-10-07 23:59:59.999,38133.28834733,726845,612267.102,20972.80735631,0
65,2018-10-08,0.034223,0.03465,0.03048,0.031059,1471856.428,2018-10-14 23:59:59.999,48097.6590652,1055624,798514.118,26137.87399994,0
66,2018-10-15,0.031053,0.033435,0.0308,0.031494,1381325.479,2018-10-21 23:59:59.999,43689.68426349,1009150,746075.034,23595.71822946,0
67,2018-10-22,0.031487,0.031982,0.031041,0.031616,810497.322,2018-10-28 23:59:59.999,25405.2433902,712950,400721.354,12561.28984365,0
68,2018-10-29,0.031616,0.033577,0.030834,0.032705,939228.677,2018-11-04 23:59:59.999,29517.49783671,869326,484682.19,15230.31461471,0
69,2018-11-05,0.032705,0.034084,0.0322,0.032976,964432.132,2018-11-11 23:59:59.999,31894.32740969,955370,473987.721,15671.00653157,0
70,2018-11-12,0.032976,0.033132,0.030033,0.0316,1226189.56,2018-11-18 23:59:59.999,39026.48123154,1016392,628165.659,19985.09728796,0
71,2018-11-19,0.0316,0.031642,0.027855,0.029038,2589577.42,2018-11-25 23:59:59.999,76141.74603903,1499094,1334953.719,39244.06106327,0
72,2018-11-26,0.029037,0.0292,0.0273,0.028026,1716074.779,2018-12-02 23:59:59.999,48521.05017367,1246686,873995.669,24728.80938536,0
73,2018-12-03,0.028026,0.028449,0.02463,0.0263,1967642.482,2018-12-09 23:59:59.999,52618.10333896,1277307,1013885.059,27113.07344798,0
74,2018-12-10,0.026307,0.026753,0.025157,0.026231,1238324.157,2018-12-16 23:59:59.999,32363.03118223,793696,661470.744,17290.38199225,0
75,2018-12-17,0.026232,0.033125,0.026161,0.032837,2420718.661,2018-12-23 23:59:59.999,68493.31711996,1559922,1309752.024,36966.62701507,0
76,2018-12-24,0.032845,0.037672,0.031302,0.036235,2576690.054,2018-12-30 23:59:59.999,88854.32669989,1631978,1332253.844,45978.28372908,0
77,2018-12-31,0.036234,0.041752,0.0353,0.03857,1911036.982,2019-01-06 23:59:59.999,74352.4177408,1324771,983401.624,38267.62094137,0
78,2019-01-07,0.03857,0.038791,0.032363,0.032845,1665697.543,2019-01-13 23:59:59.999,59683.775816,1310238,847505.436,30387.40042033,0
79,2019-01-14,0.032844,0.035556,0.032805,0.033214,1669190.448,2019-01-20 23:59:59.999,56408.40849181,1405752,863567.926,29194.7777522,0
80,2019-01-21,0.033214,0.033289,0.031549,0.031565,1351736.183,2019-01-27 23:59:59.999,44054.62667596,1056737,683942.989,22294.0542393,0
81,2019-01-28,0.031562,0.031762,0.029805,0.031035,1340089.222,2019-02-03 23:59:59.999,41409.48032175,982234,679443.897,20996.22484969,0
82,2019-02-04,0.031038,0.0342,0.029865,0.033999,1303638.235,2019-02-10 23:59:59.999,41223.83292379,955668,654645.246,20700.03476625,0
83,2019-02-11,0.034,0.036994,0.032945,0.03648,1382042.502,2019-02-17 23:59:59.999,47097.13765703,1046557,693177.94,23624.44593584,0
84,2019-02-18,0.036478,0.03985,0.035218,0.035302,2121450.812,2019-02-24 23:59:59.999,79240.61008497,1531189,1121971.066,41924.1902501,0
85,2019-02-25,0.035301,0.036778,0.033848,0.034293,1780668.807,2019-03-03 23:59:59.999,63320.11218696,1405114,947363.487,33685.31323313,0
86,2019-03-04,0.034293,0.036099,0.03336,0.034567,1670010.755,2019-03-10 23:59:59.999,58191.58060695,1344595,915179.501,31882.48395949,0
87,2019-03-11,0.034577,0.035752,0.0335,0.034828,1556724.977,2019-03-17 23:59:59.999,53727.4316958,1311598,852290.334,29417.06876775,0
88,2019-03-18,0.034828,0.035248,0.03372,0.034086,1084083.738,2019-03-24 23:59:59.999,37206.38679085,841613,561599.936,19273.2037784,0
89,2019-03-25,0.034089,0.035409,0.033653,0.034482,1425383.394,2019-03-31 23:59:59.999,48925.23374544,1188353,747485.938,25661.38854508,0
90,2019-04-01,0.034482,0.034948,0.030603,0.033702,2368175.743,2019-04-07 23:59:59.999,78143.11778029,1735834,1183776.151,39068.53975666,0
91,2019-04-08,0.033688,0.035259,0.032024,0.032567,1629115.087,2019-04-14 23:59:59.999,54655.0362407,1126895,826331.669,27723.36188038,0
92,2019-04-15,0.032571,0.033297,0.031126,0.032067,1059326.151,2019-04-21 23:59:59.999,34278.25059015,812176,553461.508,17907.76328133,0
93,2019-04-22,0.032067,0.032455,0.029206,0.02973,1262845.21,2019-04-28 23:59:59.999,38377.33876234,956772,645642.414,19605.02405718,0
94,2019-04-29,0.029731,0.030639,0.027879,0.028231,1191435.468,2019-05-05 23:59:59.999,34870.6735641,872059,615343.667,17990.74838335,0
95,2019-05-06,0.028233,0.031406,0.02558,0.026992,1874854.517,2019-05-12 23:59:59.999,53002.47748223,1194877,926219.253,26217.13223915,0
96,2019-05-13,0.026992,0.034848,0.024647,0.031811,2959079.678,2019-05-19 23:59:59.999,90711.18951092,1752306,1518948.528,46622.93539188,0
97,2019-05-20,0.031812,0.032763,0.030138,0.030688,1687310.563,2019-05-26 23:59:59.999,53256.73734563,1166835,849341.919,26806.58603115,0
98,2019-05-27,0.030688,0.033153,0.029742,0.030817,1712966.817,2019-06-02 23:59:59.999,53422.63132183,1267792,858206.493,26771.04697316,0
99,2019-06-03,0.030817,0.032127,0.03,0.030284,1148231.386,2019-06-09 23:59:59.999,35735.3890573,1048696,598444.539,18634.19106282,0
100,2019-06-10,0.030284,0.032295,0.029363,0.029901,1258533.411,2019-06-16 23:59:59.999,38753.69178396,1136840,618044.345,19026.71650428,0
101,2019-06-17,0.029902,0.029972,0.027821,0.028289,1798384.923,2019-06-23 23:59:59.999,52200.27438966,1349539,924928.704,26853.35796014,0
102,2019-06-24,0.028286,0.028629,0.024981,0.026972,2487812.849,2019-06-30 23:59:59.999,66059.29577374,1755502,1273901.449,33824.98827367,0
103,2019-07-01,0.026967,0.028319,0.02485,0.026706,1663990.238,2019-07-07 23:59:59.999,43961.28629427,1311107,855616.022,22617.61068046,0
104,2019-07-08,0.026713,0.026933,0.022002,0.022198,1695219.438,2019-07-14 23:59:59.999,40554.98034014,1353252,857414.5,20557.05610932,0
105,2019-07-15,0.022196,0.022388,0.020138,0.021285,1814720.866,2019-07-21 23:59:59.999,38826.51636502,1480525,924372.45,19761.16066615,0
106,2019-07-22,0.021291,0.022492,0.020812,0.022165,999895.162,2019-07-28 23:59:59.999,21690.34832618,1013779,476374.124,10339.95965199,0
107,2019-07-29,0.022171,0.022269,0.020117,0.020292,807130.355,2019-08-04 23:59:59.999,17167.84529679,883016,401292.438,8528.42719069,0
108,2019-08-05,0.020294,0.020374,0.017567,0.018742,1242077.29,2019-08-11 23:59:59.999,23468.64010962,1104095,643060.776,12146.13561739,0
109,2019-08-12,0.018744,0.01979,0.017615,0.018861,1029532.382,2019-08-18 23:59:59.999,19049.6943344,1027364,493305.646,9134.14060061,0
110,2019-08-19,0.018859,0.019178,0.0181,0.018398,940203.187,2019-08-25 23:59:59.999,17537.48442274,1015459,443164.096,8265.88890089,0
111,2019-08-26,0.018404,0.018678,0.01723,0.017558,864316.208,2019-09-01 23:59:59.999,15516.72310536,913859,437065.715,7863.81486292,0
112,2019-09-02,0.017555,0.01772,0.01615,0.017449,961960.316,2019-09-08 23:59:59.999,16246.37228761,882425,439593.476,7415.55209755,0
113,2019-09-09,0.017447,0.018436,0.016936,0.01835,883748.484,2019-09-15 23:59:59.999,15635.76252593,750981,381794.072,6754.53055029,0
114,2019-09-16,0.01835,0.022229,0.018348,0.02106,1583674.276,2019-09-22 23:59:59.999,32636.90383769,973970,761842.22,15680.14185035,0
115,2019-09-23,0.021062,0.021603,0.018802,0.021042,1685636.354,2019-09-29 23:59:59.999,34268.2669535,1116065,839039.874,17076.03361014,0
116,2019-09-30,0.021042,0.022085,0.020978,0.021654,972033.357,2019-10-06 23:59:59.999,20885.51682283,747973,504810.406,10843.49931037,0
117,2019-10-07,0.021651,0.023037,0.021379,0.021874,1204801.373,2019-10-13 23:59:59.999,26637.1928053,952772,599005.259,13249.09868459,0
118,2019-10-14,0.021873,0.022525,0.021215,0.021309,817783.258,2019-10-20 23:59:59.999,17897.9359391,712454,426242.212,9330.69513095,0
119,2019-10-21,0.021305,0.021958,0.018856,0.019292,1577751.895,2019-10-27 23:59:59.999,32624.10929661,1096902,794890.01,16451.18027883,0
120,2019-10-28,0.019292,0.020543,0.018975,0.019739,997524.801,2019-11-03 23:59:59.999,19764.91194348,837320,492930.056,9767.93749404,0
121,2019-11-04,0.019743,0.021618,0.019665,0.020905,957873.398,2019-11-10 23:59:59.999,19603.5667451,812475,488929.468,10009.97414307,0
122,2019-11-11,0.020906,0.021713,0.020891,0.021621,805922.867,2019-11-17 23:59:59.999,17200.44529757,727935,399972.362,8536.38044714,0
123,2019-11-18,0.021621,0.021824,0.0202,0.020272,1181914.119,2019-11-24 23:59:59.999,25008.37881806,1028011,591065.218,12516.36307368,0
124,2019-11-25,0.020279,0.021096,0.019769,0.020392,1056964.623,2019-12-01 23:59:59.999,21504.9240097,807924,524170.513,10668.47271151,0
125,2019-12-02,0.020392,0.02053,0.0195,0.020031,717321.112,2019-12-08 23:59:59.999,14372.97481776,620791,329436.77,6604.77099708,0
126,2019-12-09,0.020026,0.020232,0.019598,0.020012,605639.721,2019-12-15 23:59:59.999,12110.02423445,582233,297937.149,5958.98809912,0
127,2019-12-16,0.020013,0.020082,0.017586,0.017616,1044792.826,2019-12-22 23:59:59.999,19281.95107656,840705,515384.353,9505.22417714,0
128,2019-12-23,0.017616,0.018336,0.017184,0.018184,771119.878,2019-12-29 23:59:59.999,13522.03125393,663360,403275.741,7070.80606411,0
129,2019-12-30,0.018185,0.018565,0.0178,0.0184,724378.87,2020-01-05 23:59:59.999,13165.20300004,684770,366306.106,6657.08757502,0
130,2020-01-06,0.0184,0.0189,0.016958,0.017906,993360.548,2020-01-12 23:59:59.999,17671.40330969,952023,499235.238,8889.29587648,0
131,2020-01-13,0.017904,0.020039,0.017364,0.019172,1480216.185,2020-01-19 23:59:59.999,27805.64879671,1369893,738694.463,13887.23615808,0
132,2020-01-20,0.019171,0.019553,0.01883,0.019489,647651.33,2020-01-26 23:59:59.999,12474.59063923,733032,314017.85,6048.22024597,0
133,2020-01-27,0.019489,0.020439,0.018505,0.020188,932531.785,2020-02-02 23:59:59.999,18023.66633565,990582,455195.031,8794.5678209,0
134,2020-02-03,0.020189,0.023156,0.020122,0.022515,1419856.028,2020-02-09 23:59:59.999,30849.95546109,1286761,705200.854,15318.06147758,0
135,2020-02-10,0.022513,0.027844,0.022063,0.026105,2358477.495,2020-02-16 23:59:59.999,60095.37512911,1951824,1160216.546,29558.65875232,0
136,2020-02-17,0.02611,0.0285,0.02488,0.027619,1633819.65,2020-02-23 23:59:59.999,44157.35474297,1369378,814887.597,22032.84481152,0
137,2020-02-24,0.027628,0.027799,0.024566,0.02551,1539806.255,2020-03-01 23:59:59.999,40232.20799705,1072335,777707.253,20331.98334024,0
138,2020-03-02,0.02552,0.027495,0.024458,0.024815,1365284.533,2020-03-08 23:59:59.999,35431.97525032,883446,679638.914,17645.94472771,0
139,2020-03-09,0.024818,0.026172,0.020995,0.023087,3812081.862,2020-03-15 23:59:59.999,90270.71063899,1947270,1922032.776,45580.2377432,0
140,2020-03-16,0.023084,0.0233,0.020427,0.021026,2589560.523,2020-03-22 23:59:59.999,56855.33504765,1244383,1282358.42,28158.26107721,0
141,2020-03-23,0.021029,0.02135,0.020191,0.021158,1518961.087,2020-03-29 23:59:59.999,31433.07794475,774138,740141.604,15325.0782681,0
142,2020-03-30,0.021158,0.021299,0.02039,0.021063,1447080.416,2020-04-05 23:59:59.999,30146.16344718,605503,715910.052,14922.14095887,0
143,2020-04-06,0.021068,0.023717,0.021013,0.022979,2011495.729,2020-04-12 23:59:59.999,46086.95070692,824509,969215.156,22218.831302,0
144,2020-04-13,0.022977,0.026028,0.0226,0.025282,1869040.724,2020-04-19 23:59:59.999,44933.48912689,681765,921971.967,22167.52655424,0
145,2020-04-20,0.025276,0.026023,0.0246,0.025659,1745745.081,2020-04-26 23:59:59.999,44235.11243854,687458,859591.688,21801.87146619,0
146,2020-04-27,0.025664,0.026,0.023419,0.023592,1761789.742,2020-05-03 23:59:59.999,43357.6798972,822311,877321.615,21594.51189562,0
147,2020-05-04,0.023594,0.023679,0.021047,0.021506,1669010.438,2020-05-10 23:59:59.999,36967.02771593,923210,851886.826,18872.44709812,0
148,2020-05-11,0.021504,0.021823,0.020483,0.02139,1589716.471,2020-05-17 23:59:59.999,33729.92999283,919386,776795.887,16478.97380019,0
149,2020-05-18,0.021387,0.023204,0.021314,0.022928,1320189.431,2020-05-24 23:59:59.999,29295.6630318,676421,644659.654,14309.6694847,0
150,2020-05-25,0.022924,0.025601,0.022135,0.024511,1536054.536,2020-05-31 23:59:59.999,36160.23820512,880348,755846.509,17822.32973959,0
151,2020-06-01,0.024507,0.025489,0.023945,0.02509,1411078.982,2020-06-07 23:59:59.999,35147.49248645,779877,708225.158,17643.34351829,0
152,2020-06-08,0.025092,0.0255,0.024574,0.024809,1153316.894,2020-06-14 23:59:59.999,28865.38152259,678211,572356.02,14328.82023405,0
153,2020-06-15,0.024809,0.02485,0.024251,0.024534,1050328.487,2020-06-21 23:59:59.999,25824.27223229,600639,526276.578,12941.14148215,0
154,2020-06-22,0.024534,0.02582,0.024158,0.02467,1750690.157,2020-06-28 23:59:59.999,43966.43378818,727740,851792.912,21394.62655355,0
155,2020-06-29,0.024668,0.025141,0.024415,0.025087,1282970.482,2020-07-05 23:59:59.999,31873.90434564,543937,643234.989,15981.87467153,0
156,2020-07-06,0.025084,0.026368,0.025033,0.026102,1713682.956,2020-07-12 23:59:59.999,44354.27448674,747184,855171.371,22137.03048027,0
157,2020-07-13,0.0261,0.02632,0.02531,0.025966,1345815.29,2020-07-19 23:59:59.999,34698.80390606,652001,660398.352,17025.82058003,0
158,2020-07-20,0.025966,0.032631,0.025598,0.031314,2503924.103,2020-07-26 23:59:59.999,71230.7326125,1167661,1215109.237,34585.29271524,0
159,2020-07-27,0.031317,0.034769,0.028476,0.033638,5020483.1,2020-08-02 23:59:59.999,154811.85749676,1812184,2518092.242,77696.5991263,0
160,2020-08-03,0.033633,0.035318,0.0318,0.033396,3337125.569,2020-08-09 23:59:59.999,113603.39800573,1301934,1726901.289,58765.77327449,0
161,2020-08-10,0.033396,0.037701,0.032744,0.036408,3318863.219,2020-08-16 23:59:59.999,115254.34315444,1420598,1685693.385,58544.93459956,0
162,2020-08-17,0.036408,0.036467,0.03327,0.033541,2040240.228,2020-08-23 23:59:59.999,70723.69124299,1160125,1033000.615,35817.07732551,0
163,2020-08-24,0.033542,0.036718,0.032831,0.036626,2077236.184,2020-08-30 23:59:59.999,71362.70913246,1048211,1061593.325,36472.99005424,0
164,2020-08-31,0.036622,0.040575,0.031219,0.034398,4454138.304,2020-09-06 23:59:59.999,163937.20723573,2028784,2212144.662,81377.75976181,0
165,2020-09-07,0.0344,0.037175,0.032726,0.03546,2639978.709,2020-09-13 23:59:59.999,92044.35940067,1295270,1332304.833,46465.16093744,0
166,2020-09-14,0.03546,0.036062,0.03313,0.03397,2451652.77,2020-09-20 23:59:59.999,85095.55322494,1129578,1252496.919,43466.21878538,0
167,2020-09-21,0.033975,0.034333,0.030899,0.033181,2249658.247,2020-09-27 23:59:59.999,73495.92867679,1059739,1131040.768,36951.79534146,0
168,2020-09-28,0.033176,0.033889,0.0322,0.03303,1509174.66,2020-10-04 23:59:59.999,49920.05446864,663667,765793.892,25329.21107844,0
169,2020-10-05,0.03303,0.033286,0.031567,0.032912,1398827.811,2020-10-11 23:59:59.999,45484.51873367,594659,686299.688,22311.05424898,0
170,2020-10-12,0.032915,0.033801,0.032221,0.032878,1525990.406,2020-10-18 23:59:59.999,50261.83512869,607518,755486.104,24874.81598498,0
171,2020-10-19,0.03287,0.032919,0.030268,0.03115,1628934.9,2020-10-25 23:59:59.999,51367.00752609,788029,814559.775,25670.20264285,0
172,2020-10-26,0.031146,0.031338,0.02785,0.028822,1505723.95,2020-11-01 23:59:59.999,43984.80741851,706330,770764.743,22524.29272288,0
173,2020-11-02,0.028828,0.029944,0.026557,0.029359,2464687.952,2020-11-08 23:59:59.999,70105.17577035,1201826,1214099.137,34504.45996835,0
174,2020-11-09,0.029355,0.0302,0.027847,0.028087,1970116.412,2020-11-15 23:59:59.999,57277.70457182,889462,992052.303,28828.62909618,0
175,2020-11-16,0.028083,0.03116,0.026291,0.030406,2756203.713,2020-11-22 23:59:59.999,76704.75738695,1214811,1348910.638,37535.76751376,0
176,2020-11-23,0.03041,0.033734,0.029039,0.03168,2955744.428,2020-11-29 23:59:59.999,92004.38768411,1656383,1476207.235,45978.82853552,0
177,2020-11-30,0.031685,0.032285,0.030125,0.031076,2292202.633,2020-12-06 23:59:59.999,71648.91902011,1313728,1158476.281,36213.95397544,0
178,2020-12-07,0.031074,0.031365,0.02988,0.030818,1354992.952,2020-12-13 23:59:59.999,41407.83000974,761230,683188.206,20876.20441713,0
179,2020-12-14,0.030818,0.030879,0.026831,0.027193,1810354.012,2020-12-20 23:59:59.999,52357.14836652,1049440,924111.935,26741.98095814,0
180,2020-12-21,0.027195,0.027309,0.022754,0.026057,2475220.334,2020-12-27 23:59:59.999,63025.48196547,1301217,1224969.191,31187.83863084,0
181,2020-12-28,0.026059,0.0305,0.023083,0.02964,2939426.482,2021-01-03 23:59:59.999,76881.85967338,1988458,1463838.018,38334.56072823,0
182,2021-01-04,0.029639,0.035,0.028929,0.032878,4356439.018,2021-01-10 23:59:59.999,139301.12120759,3869258,2136275.142,68339.70845382,0
183,2021-01-11,0.032877,0.034877,0.02944,0.0344,3008836.968,2021-01-17 23:59:59.999,95377.0286388,2964211,1428610.551,45305.51544052,0
184,2021-01-18,0.0344,0.043364,0.033286,0.043163,3079553.744,2021-01-24 23:59:59.999,116481.62391841,3206390,1477664.966,55913.14548866,0
185,2021-01-25,0.04316,0.045,0.036233,0.039662,3334530.739,2021-01-31 23:59:59.999,135075.15010249,3587900,1642633.272,66526.65279948,0
